salary, info
Low,Business MSCF Postgraduate 2008 Bachelor 3.86 internal A2 
Medium,Science B.A.inBiologicalSciences Undergraduate 2008 High-school 3.69 external B1 
Low,Science B.A.inChemistry Undergraduate 2007 High-school 3.2 multi-modal A1 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.47 internal B2 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 2.87 internal B2 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.26 internal A3 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.12 internal A2 
Medium,Science B.A.inChemistry Undergraduate 2002 High-school 3.18 internal A2 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.69 internal B2 
Low,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.05 internal A3 
Low,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.85 internal A3 
Medium,Science B.S.inMathematicalSciences Undergraduate 2002 High-school 3.16 internal A3 
Low,Science M.S.inChemistry Postgraduate 2009 Bachelor 2.98 external B1 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2009 Bachelor 3.15 external A3 
Medium,Business Economics Undergraduate 2006 High-school 3.43 multi-modal A3 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2009 Bachelor 2.98 internal A3 
Medium,Business MSCF Postgraduate 2010 Bachelor 3.6 multi-modal A1 
Low,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.6 internal A1 
Medium,Business MSCF Postgraduate 2010 Bachelor 3.02 internal B1 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.07 external A3 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.11 internal F 
Low,Business MBA Postgraduate 2010 Bachelor 3.91 internal C 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.2 internal A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2009 Bachelor 2.97 multi-modal A2 
Medium,Business Economics Undergraduate 2001 High-school 2.85 multi-modal A3 
Low,Business Business Undergraduate 2004 High-school 3.67 internal B1 
Medium,Science B.A.inBiologicalSciences Undergraduate 2006 High-school 3.37 internal B1 
Low,Business MSCF Postgraduate 2010 Bachelor 3.13 internal B3 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.14 external B2 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2008 Bachelor 3.71 internal A3 
Medium,Science B.S.inMathematicalSciences Undergraduate 2005 High-school 3.15 external A3 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 2.91 internal A3 
Medium,Science M.S.inBiologicalSciences Postgraduate 2009 Bachelor 3.68 multi-modal B2 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.86 internal A3 
Medium,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.06 internal A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 4 internal A1 
Medium,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.4 multi-modal B2 
Low,Business Economics Undergraduate 2010 High-school 3.88 external B2 
Medium,Business Economics Undergraduate 2010 High-school 3.12 internal B2 
Medium,Science M.S.inChemistry Postgraduate 2009 Bachelor 3.51 multi-modal A3 
Medium,Science B.S.inMathematicalSciences Undergraduate 1998 High-school 3.76 internal B1 
Medium,Business Economics Undergraduate 2004 High-school 4 internal B1 
Low,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.86 internal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2004 High-school 3.55 internal A3 
Medium,Business MBA Postgraduate 2010 Bachelor 3.11 multi-modal A3 
Low,Science B.A.inChemistry Undergraduate 2010 High-school 2.9 internal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 1998 High-school 3.47 internal A3 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.77 multi-modal B1 
Medium,Science B.S.inMathematicalSciences Undergraduate 2004 High-school 3.58 external A2 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2008 Bachelor 3.01 internal A3 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2008 Bachelor 3.42 multi-modal B2 
Low,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 2.98 internal B3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.88 internal B2 
Medium,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.52 internal A2 
Medium,Business Business Undergraduate 2010 High-school 3.87 multi-modal B1 
Low,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.45 internal B2 
Low,Business MBA Postgraduate 2010 Bachelor 2.9 external B1 
Medium,Business MBA Postgraduate 2010 Bachelor 3.86 internal B2 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.75 internal A3 
Medium,Business Business Undergraduate 2005 High-school 3.64 internal B1 
Medium,Science B.A.inChemistry Undergraduate 2004 High-school 2.99 internal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2007 High-school 3.67 internal A3 
Low,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 2.89 external A3 
Medium,Business Business Undergraduate 2006 High-school 3.94 internal B1 
Medium,Business Business Undergraduate 2004 High-school 3.86 internal B2 
Excellent,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.41 internal A3 
Excellent,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.95 external F 
Excellent,ComputerScience M.S.inComputerScience Undergraduate 2010 High-school 3.16 external B1 
Excellent,Science B.A.inChemistry Undergraduate 2010 High-school 3.45 multi-modal B1 
Excellent,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.74 internal B1 
Excellent,Science M.S.inBiologicalSciences Undergraduate 2010 High-school 3.33 multi-modal A3 
Excellent,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.24 internal F 
Excellent,Science B.S.inMathematicalSciences Undergraduate 2010 High-school 3.3 internal A2 
Excellent,Science M.S.inChemistry Undergraduate 2010 High-school 3.02 multi-modal B1 
Excellent,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.42 internal B2 
Low,Business Economics Postgraduate 2010 Bachelor 3.26 external C 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.95 internal C 
Excellent,Business MSCF Postgraduate 2010 Bachelor 3.02 internal B2 
Excellent,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.84 internal F 
Excellent,Business MSCF Postgraduate 2010 Bachelor 3.02 internal B2 
Excellent,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.23 internal F 
Excellent,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 2.88 multi-modal A3 
Excellent,Business MBA Postgraduate 2010 Bachelor 3.49 internal A3 
Excellent,InformationSystem M.S.inInformationSystemManagement Undergraduate 2010 High-school 2.85 external A2 
Excellent,ComputerScience B.S.inComputerScience Undergraduate 2010 High-school 3.23 internal A3 
Excellent,Business Economics Postgraduate 2010 Bachelor 3.43 internal F 
Excellent,Business Business Undergraduate 2010 High-school 2.82 internal B2 
Excellent,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 2.82 internal A3 
Excellent,Business MSCF Postgraduate 2010 Bachelor 3.94 external F 
Excellent,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.06 multi-modal F 
Excellent,ComputerScience B.S.inComputerScience Undergraduate 2010 High-school 3.42 multi-modal A3 
Excellent,Science B.S.inMathematicalSciences Postgraduate 2010 Bachelor 2.84 internal B1 
Excellent,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.3 internal B1 
Excellent,InformationSystem M.S.inInformationTechnology Undergraduate 2010 High-school 3.88 internal A2 
Excellent,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.33 internal A2 
Excellent,Science B.A.inChemistry Undergraduate 2010 High-school 2.95 internal A3 
Excellent,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 2.99 multi-modal F 
Excellent,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.64 internal B1 
Excellent,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.05 multi-modal A2 
Excellent,Science B.S.inMathematicalSciences Postgraduate 2010 Bachelor 3.96 internal A3 
Excellent,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.59 internal B1 
Excellent,ComputerScience B.S.inComputerScience Undergraduate 2010 High-school 3.3 multi-modal A3 
Medium,Business Economics Undergraduate 2010 High-school 3.18 internal A2 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.55 external B2 
High,Business MSCF Postgraduate 2010 Bachelor 3.43 internal F 
High,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 2.86 multi-modal A1 
High,Business MSCF Postgraduate 2010 Bachelor 3.19 internal B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.36 internal B1 
Medium,InformationSystem M.S.inInformationTechnology Undergraduate 2010 High-school 3.74 internal A2 
High,Business MBA Undergraduate 2010 High-school 3.66 multi-modal B2 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 2.9 multi-modal F 
High,ComputerScience B.S.inComputerScience Undergraduate 2010 High-school 3.73 internal B1 
High,Business Economics Postgraduate 2010 Bachelor 3.36 internal B1 
High,Business Business Undergraduate 2010 High-school 3.75 multi-modal B1 
High,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 3.72 multi-modal B1 
Medium,Business MSCF Postgraduate 2010 Bachelor 3.87 internal A2 
Excellent,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.24 internal A3 
High,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.83 external B2 
High,Science B.S.inMathematicalSciences Postgraduate 2010 Bachelor 3.54 multi-modal B2 
Excellent,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 2.89 internal A3 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.92 internal A2 
High,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.26 internal B1 
High,Business MSCF Postgraduate 2010 Bachelor 3.72 internal B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 2.86 internal B1 
High,Science B.A.inChemistry Undergraduate 2010 High-school 3.65 multi-modal B2 
Medium,ComputerScience B.S.inComputerScience Undergraduate 2010 High-school 3.45 internal A2 
Excellent,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 2.99 internal A3 
High,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 3.37 multi-modal B2 
High,InformationSystem M.S.inInformationSystemManagement Undergraduate 2010 High-school 3.4 internal B1 
Excellent,Science B.A.inChemistry Postgraduate 2010 Bachelor 3.92 multi-modal A3 
Excellent,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 2.93 external A3 
High,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 3.92 internal B1 
Medium,Science M.S.inChemistry Postgraduate 2010 Bachelor 2.99 internal A2 
High,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.06 internal B2 
Low,Science M.S.inChemistry Undergraduate 2010 High-school 3.24 multi-modal C 
High,Business Economics Postgraduate 2010 Bachelor 3.36 internal B2 
High,ComputerScience M.S.inComputerScience Undergraduate 2010 High-school 3.05 multi-modal B1 
High,Science B.A.inChemistry Postgraduate 2010 Bachelor 3.41 internal B2 
High,Business Economics Postgraduate 2010 Bachelor 3.12 internal B2 
High,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.48 internal B1 
High,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.94 external B2 
High,Business Business Postgraduate 2010 Bachelor 3.52 internal B2 
High,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 2.84 external B2 
Excellent,Science M.S.inBiologicalSciences Undergraduate 2010 High-school 3.89 multi-modal A3 
High,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.69 internal F 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.23 external B2 
Medium,Science B.A.inChemistry Postgraduate 2010 Bachelor 3.83 multi-modal A2 
High,Science B.A.inChemistry Postgraduate 2010 Bachelor 3.99 internal B2 
High,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.34 internal B2 
High,Business Business Undergraduate 2010 High-school 3.36 external B1 
High,Business MSCF Undergraduate 2010 High-school 3.12 internal B2 
High,Science B.A.inBiologicalSciences Postgraduate 2010 Bachelor 2.84 multi-modal B1 
Excellent,ComputerScience B.S.inComputerScience Undergraduate 2010 High-school 3.19 internal A3 
High,Science B.S.inMathematicalSciences Postgraduate 2010 Bachelor 3.13 internal B2 
High,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 3.21 internal B2 
High,Science M.S.inChemistry Undergraduate 2010 High-school 3.13 multi-modal B2 
High,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.07 multi-modal B2 
Medium,Business Business Postgraduate 2010 Bachelor 3.13 internal A2 
High,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.11 internal B2 
High,Business Economics Postgraduate 2010 Bachelor 3.69 internal B1 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.91 external A2 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.14 multi-modal A2 
High,Business MSCF Postgraduate 2010 Bachelor 2.88 internal B1 
High,Science B.A.inChemistry Postgraduate 2010 Bachelor 3.16 external F 
High,Business MBA Postgraduate 2010 Bachelor 3.04 internal B2 
Medium,Business MBA Undergraduate 2010 High-school 2.95 internal A2 
Excellent,Business Economics Undergraduate 2010 High-school 3.08 external B1 
Low,Business MBA Postgraduate 2010 Bachelor 3.46 multi-modal C 
Excellent,Business Economics Undergraduate 2010 High-school 3.48 multi-modal B1 
Excellent,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 3.07 internal A3 
Excellent,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.89 multi-modal B1 
Excellent,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.57 internal B2 
Excellent,Business MBA Undergraduate 2010 High-school 3.64 internal A3 
Medium,Business Economics Postgraduate 2010 Bachelor 3.51 internal B1 
Excellent,Science B.A.inBiologicalSciences Postgraduate 2010 Bachelor 3.07 internal A3 
Medium,ComputerScience M.S.inComputerScience Undergraduate 2010 High-school 2.81 multi-modal B2 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.62 internal B2 
Medium,Business MBA Undergraduate 2010 High-school 3.58 multi-modal B1 
Medium,Business Economics Postgraduate 2010 Bachelor 3.52 internal A1 
Medium,Science B.A.inBiologicalSciences Postgraduate 2010 Bachelor 2.86 multi-modal B2 
Excellent,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.95 internal A3 
Excellent,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.47 internal A3 
Medium,Business MBA Postgraduate 2010 Bachelor 3.14 internal A2 
Medium,Business Economics Undergraduate 2010 High-school 3.61 multi-modal B2 
Excellent,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 3.71 internal A3 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 2.86 internal A1 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.66 multi-modal F 
Medium,Science B.A.inChemistry Postgraduate 2010 Bachelor 2.93 internal B1 
Excellent,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.93 internal A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.91 multi-modal B1 
Medium,InformationSystem M.S.inInformationTechnology Undergraduate 2010 High-school 3.56 external B2 
Medium,ComputerScience M.S.inComputerScience Undergraduate 2010 High-school 3.73 internal B1 
Medium,Science B.A.inChemistry Postgraduate 2010 Bachelor 3.75 internal B2 
Medium,InformationSystem M.S.inInformationSystemManagement Undergraduate 2010 High-school 2.85 internal B1 
Excellent,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.07 internal A3 
Excellent,InformationSystem M.S.inInformationTechnology Undergraduate 2010 High-school 3.66 internal A3 
Excellent,Science B.S.inMathematicalSciences Undergraduate 2010 High-school 3.78 internal A3 
Excellent,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.48 internal A3 
